County,Category,Proportion,Participants,Names
Kisumu,"Legislators, Administrators & Managers",13.3,Women,"Kisumu, 13.3%"
Kisumu,Professionals,3.1,Women,"Kisumu, 3.1%"
Kisumu,Technicians & Associate Professionals,7.8,Women,"Kisumu, 7.8%"
Kisumu,Secretarial & Clerical Services,3.8,Women,"Kisumu, 3.8%"
Kisumu,Service Workers,29.4,Women,"Kisumu, 29.4%"
Kisumu,Skilled Farm & Wildlife Related Workers,3.9,Women,"Kisumu, 3.9%"
Kisumu,Craft & Related Trades Workers,2.1,Women,"Kisumu, 2.1%"
Kisumu,Plant & Machine Operators,0.9,Women,"Kisumu, 0.9%"
Kisumu,Elementary Occupations,32.9,Women,"Kisumu, 32.9%"
Homa Bay,"Legislators, Administrators & Managers",13.6,Women,"Homa Bay, 13.6%"
Homa Bay,Professionals,5.1,Women,"Homa Bay, 5.1%"
Homa Bay,Technicians & Associate Professionals,8.4,Women,"Homa Bay, 8.4%"
Homa Bay,Secretarial & Clerical Services,0.8,Women,"Homa Bay, 0.8%"
Homa Bay,Service Workers,23.5,Women,"Homa Bay, 23.5%"
Homa Bay,Skilled Farm & Wildlife Related Workers,28.6,Women,"Homa Bay, 28.6%"
Homa Bay,Craft & Related Trades Workers,2.1,Women,"Homa Bay, 2.1%"
Homa Bay,Plant & Machine Operators,0.8,Women,"Homa Bay, 0.8%"
Homa Bay,Elementary Occupations,15.3,Women,"Homa Bay, 15.3%"
Migori,"Legislators, Administrators & Managers",4.9,Women,"Migori, 4.9%"
Migori,Professionals,5,Women,"Migori, 5%"
Migori,Technicians & Associate Professionals,5,Women,"Migori, 5%"
Migori,Secretarial & Clerical Services,1.1,Women,"Migori, 1.1%"
Migori,Service Workers,10.8,Women,"Migori, 10.8%"
Migori,Skilled Farm & Wildlife Related Workers,36.5,Women,"Migori, 36.5%"
Migori,Craft & Related Trades Workers,1.9,Women,"Migori, 1.9%"
Migori,Plant & Machine Operators,0.4,Women,"Migori, 0.4%"
Migori,Elementary Occupations,33.9,Women,"Migori, 33.9%"
Kisii,"Legislators, Administrators & Managers",4.7,Women,"Kisii, 4.7%"
Kisii,Professionals,4.5,Women,"Kisii, 4.5%"
Kisii,Technicians & Associate Professionals,6.5,Women,"Kisii, 6.5%"
Kisii,Secretarial & Clerical Services,0.6,Women,"Kisii, 0.6%"
Kisii,Service Workers,16.8,Women,"Kisii, 16.8%"
Kisii,Skilled Farm & Wildlife Related Workers,53.2,Women,"Kisii, 53.2%"
Kisii,Craft & Related Trades Workers,0,Women,"Kisii, 0%"
Kisii,Plant & Machine Operators,0.5,Women,"Kisii, 0.5%"
Kisii,Elementary Occupations,12.3,Women,"Kisii, 12.3%"
Nyamira,"Legislators, Administrators & Managers",6.1,Women,"Nyamira, 6.1%"
Nyamira,Professionals,0.3,Women,"Nyamira, 0.3%"
Nyamira,Technicians & Associate Professionals,5.6,Women,"Nyamira, 5.6%"
Nyamira,Secretarial & Clerical Services,0.9,Women,"Nyamira, 0.9%"
Nyamira,Service Workers,11,Women,"Nyamira, 11%"
Nyamira,Skilled Farm & Wildlife Related Workers,59.4,Women,"Nyamira, 59.4%"
Nyamira,Craft & Related Trades Workers,0.3,Women,"Nyamira, 0.3%"
Nyamira,Plant & Machine Operators,0.1,Women,"Nyamira, 0.1%"
Nyamira,Elementary Occupations,15.9,Women,"Nyamira, 15.9%"
Nairobi,"Legislators, Administrators & Managers",9.3,Women,"Nairobi, 9.3%"
Nairobi,Professionals,5.4,Women,"Nairobi, 5.4%"
Nairobi,Technicians & Associate Professionals,10.2,Women,"Nairobi, 10.2%"
Nairobi,Secretarial & Clerical Services,3.4,Women,"Nairobi, 3.4%"
Nairobi,Service Workers,32.7,Women,"Nairobi, 32.7%"
Nairobi,Skilled Farm & Wildlife Related Workers,1.8,Women,"Nairobi, 1.8%"
Nairobi,Craft & Related Trades Workers,1.9,Women,"Nairobi, 1.9%"
Nairobi,Plant & Machine Operators,1.9,Women,"Nairobi, 1.9%"
Nairobi,Elementary Occupations,28.5,Women,"Nairobi, 28.5%"
Mombasa,"Legislators, Administrators & Managers",7.3,Men,"Mombasa, 7.3%"
Mombasa,Professionals,8.4,Men,"Mombasa, 8.4%"
Mombasa,Technicians & Associate Professionals,8.8,Men,"Mombasa, 8.8%"
Mombasa,Secretarial & Clerical Services,2.3,Men,"Mombasa, 2.3%"
Mombasa,Service Workers,12.1,Men,"Mombasa, 12.1%"
Mombasa,Skilled Farm & Wildlife Related Workers,2.7,Men,"Mombasa, 2.7%"
Mombasa,Craft & Related Trades Workers,16,Men,"Mombasa, 16%"
Mombasa,Plant & Machine Operators,14.3,Men,"Mombasa, 14.3%"
Mombasa,Elementary Occupations,25.1,Men,"Mombasa, 25.1%"
Kwale,"Legislators, Administrators & Managers",5.8,Men,"Kwale, 5.8%"
Kwale,Professionals,2.7,Men,"Kwale, 2.7%"
Kwale,Technicians & Associate Professionals,4.3,Men,"Kwale, 4.3%"
Kwale,Secretarial & Clerical Services,1.9,Men,"Kwale, 1.9%"
Kwale,Service Workers,18.5,Men,"Kwale, 18.5%"
Kwale,Skilled Farm & Wildlife Related Workers,14.1,Men,"Kwale, 14.1%"
Kwale,Craft & Related Trades Workers,9.1,Men,"Kwale, 9.1%"
Kwale,Plant & Machine Operators,12.6,Men,"Kwale, 12.6%"
Kwale,Elementary Occupations,26.6,Men,"Kwale, 26.6%"
Kilifi,"Legislators, Administrators & Managers",2.5,Men,"Kilifi, 2.5%"
Kilifi,Professionals,2.5,Men,"Kilifi, 2.5%"
Kilifi,Technicians & Associate Professionals,11.4,Men,"Kilifi, 11.4%"
Kilifi,Secretarial & Clerical Services,0.8,Men,"Kilifi, 0.8%"
Kilifi,Service Workers,10.4,Men,"Kilifi, 10.4%"
Kilifi,Skilled Farm & Wildlife Related Workers,14,Men,"Kilifi, 14%"
Kilifi,Craft & Related Trades Workers,12.8,Men,"Kilifi, 12.8%"
Kilifi,Plant & Machine Operators,15.2,Men,"Kilifi, 15.2%"
Kilifi,Elementary Occupations,24.8,Men,"Kilifi, 24.8%"
Tana River,"Legislators, Administrators & Managers",3.5,Men,"Tana River, 3.5%"
Tana River,Professionals,2.4,Men,"Tana River, 2.4%"
Tana River,Technicians & Associate Professionals,1.9,Men,"Tana River, 1.9%"
Tana River,Secretarial & Clerical Services,0,Men,"Tana River, 0%"
Tana River,Service Workers,9.8,Men,"Tana River, 9.8%"
Tana River,Skilled Farm & Wildlife Related Workers,25.9,Men,"Tana River, 25.9%"
Tana River,Craft & Related Trades Workers,6.4,Men,"Tana River, 6.4%"
Tana River,Plant & Machine Operators,8.7,Men,"Tana River, 8.7%"
Tana River,Elementary Occupations,40,Men,"Tana River, 40%"
Lamu,"Legislators, Administrators & Managers",6.5,Men,"Lamu, 6.5%"
Lamu,Professionals,1,Men,"Lamu, 1%"
Lamu,Technicians & Associate Professionals,5.2,Men,"Lamu, 5.2%"
Lamu,Secretarial & Clerical Services,3.3,Men,"Lamu, 3.3%"
Lamu,Service Workers,7.5,Men,"Lamu, 7.5%"
Lamu,Skilled Farm & Wildlife Related Workers,34.7,Men,"Lamu, 34.7%"
Lamu,Craft & Related Trades Workers,12.6,Men,"Lamu, 12.6%"
Lamu,Plant & Machine Operators,8.5,Men,"Lamu, 8.5%"
Lamu,Elementary Occupations,18.5,Men,"Lamu, 18.5%"
Taita Taveta,"Legislators, Administrators & Managers",5.9,Men,"Taita Taveta, 5.9%"
Taita Taveta,Professionals,5.7,Men,"Taita Taveta, 5.7%"
Taita Taveta,Technicians & Associate Professionals,5.6,Men,"Taita Taveta, 5.6%"
Taita Taveta,Secretarial & Clerical Services,0,Men,"Taita Taveta, 0%"
Taita Taveta,Service Workers,4.8,Men,"Taita Taveta, 4.8%"
Taita Taveta,Skilled Farm & Wildlife Related Workers,17.1,Men,"Taita Taveta, 17.1%"
Taita Taveta,Craft & Related Trades Workers,14.9,Men,"Taita Taveta, 14.9%"
Taita Taveta,Plant & Machine Operators,7.7,Men,"Taita Taveta, 7.7%"
Taita Taveta,Elementary Occupations,38.2,Men,"Taita Taveta, 38.2%"
Garissa,"Legislators, Administrators & Managers",7.6,Men,"Garissa, 7.6%"
Garissa,Professionals,5,Men,"Garissa, 5%"
Garissa,Technicians & Associate Professionals,8.1,Men,"Garissa, 8.1%"
Garissa,Secretarial & Clerical Services,0.3,Men,"Garissa, 0.3%"
Garissa,Service Workers,17.9,Men,"Garissa, 17.9%"
Garissa,Skilled Farm & Wildlife Related Workers,1.4,Men,"Garissa, 1.4%"
Garissa,Craft & Related Trades Workers,3.9,Men,"Garissa, 3.9%"
Garissa,Plant & Machine Operators,22.2,Men,"Garissa, 22.2%"
Garissa,Elementary Occupations,33.4,Men,"Garissa, 33.4%"
Wajir,"Legislators, Administrators & Managers",10.9,Men,"Wajir, 10.9%"
Wajir,Professionals,8.5,Men,"Wajir, 8.5%"
Wajir,Technicians & Associate Professionals,19.7,Men,"Wajir, 19.7%"
Wajir,Secretarial & Clerical Services,0.7,Men,"Wajir, 0.7%"
Wajir,Service Workers,7.4,Men,"Wajir, 7.4%"
Wajir,Skilled Farm & Wildlife Related Workers,0.6,Men,"Wajir, 0.6%"
Wajir,Craft & Related Trades Workers,2.9,Men,"Wajir, 2.9%"
Wajir,Plant & Machine Operators,16.9,Men,"Wajir, 16.9%"
Wajir,Elementary Occupations,32.4,Men,"Wajir, 32.4%"
Mandera,"Legislators, Administrators & Managers",11.2,Men,"Mandera, 11.2%"
Mandera,Professionals,4.1,Men,"Mandera, 4.1%"
Mandera,Technicians & Associate Professionals,8.2,Men,"Mandera, 8.2%"
Mandera,Secretarial & Clerical Services,0,Men,"Mandera, 0%"
Mandera,Service Workers,7.8,Men,"Mandera, 7.8%"
Mandera,Skilled Farm & Wildlife Related Workers,6.1,Men,"Mandera, 6.1%"
Mandera,Craft & Related Trades Workers,9.3,Men,"Mandera, 9.3%"
Mandera,Plant & Machine Operators,14.9,Men,"Mandera, 14.9%"
Mandera,Elementary Occupations,32.7,Men,"Mandera, 32.7%"
Marsabit,"Legislators, Administrators & Managers",2.9,Men,"Marsabit, 2.9%"
Marsabit,Professionals,3.2,Men,"Marsabit, 3.2%"
Marsabit,Technicians & Associate Professionals,10.1,Men,"Marsabit, 10.1%"
Marsabit,Secretarial & Clerical Services,0,Men,"Marsabit, 0%"
Marsabit,Service Workers,15.3,Men,"Marsabit, 15.3%"
Marsabit,Skilled Farm & Wildlife Related Workers,2.7,Men,"Marsabit, 2.7%"
Marsabit,Craft & Related Trades Workers,0.6,Men,"Marsabit, 0.6%"
Marsabit,Plant & Machine Operators,21.3,Men,"Marsabit, 21.3%"
Marsabit,Elementary Occupations,41,Men,"Marsabit, 41%"
Isiolo,"Legislators, Administrators & Managers",4.3,Men,"Isiolo, 4.3%"
Isiolo,Professionals,7.1,Men,"Isiolo, 7.1%"
Isiolo,Technicians & Associate Professionals,9.7,Men,"Isiolo, 9.7%"
Isiolo,Secretarial & Clerical Services,0.5,Men,"Isiolo, 0.5%"
Isiolo,Service Workers,17.4,Men,"Isiolo, 17.4%"
Isiolo,Skilled Farm & Wildlife Related Workers,4,Men,"Isiolo, 4%"
Isiolo,Craft & Related Trades Workers,5.8,Men,"Isiolo, 5.8%"
Isiolo,Plant & Machine Operators,13.9,Men,"Isiolo, 13.9%"
Isiolo,Elementary Occupations,36.6,Men,"Isiolo, 36.6%"
Meru,"Legislators, Administrators & Managers",8,Men,"Meru, 8%"
Meru,Professionals,2.6,Men,"Meru, 2.6%"
Meru,Technicians & Associate Professionals,3.8,Men,"Meru, 3.8%"
Meru,Secretarial & Clerical Services,0.6,Men,"Meru, 0.6%"
Meru,Service Workers,6.7,Men,"Meru, 6.7%"
Meru,Skilled Farm & Wildlife Related Workers,14.6,Men,"Meru, 14.6%"
Meru,Craft & Related Trades Workers,11.1,Men,"Meru, 11.1%"
Meru,Plant & Machine Operators,5.8,Men,"Meru, 5.8%"
Meru,Elementary Occupations,46.5,Men,"Meru, 46.5%"
Tharaka Nithi,"Legislators, Administrators & Managers",0.7,Men,"Tharaka Nithi, 0.7%"
Tharaka Nithi,Professionals,2.3,Men,"Tharaka Nithi, 2.3%"
Tharaka Nithi,Technicians & Associate Professionals,5.3,Men,"Tharaka Nithi, 5.3%"
Tharaka Nithi,Secretarial & Clerical Services,0.3,Men,"Tharaka Nithi, 0.3%"
Tharaka Nithi,Service Workers,15.5,Men,"Tharaka Nithi, 15.5%"
Tharaka Nithi,Skilled Farm & Wildlife Related Workers,22.3,Men,"Tharaka Nithi, 22.3%"
Tharaka Nithi,Craft & Related Trades Workers,12.2,Men,"Tharaka Nithi, 12.2%"
Tharaka Nithi,Plant & Machine Operators,6.8,Men,"Tharaka Nithi, 6.8%"
Tharaka Nithi,Elementary Occupations,30.6,Men,"Tharaka Nithi, 30.6%"
Embu,"Legislators, Administrators & Managers",3.1,Men,"Embu, 3.1%"
Embu,Professionals,4.3,Men,"Embu, 4.3%"
Embu,Technicians & Associate Professionals,7.7,Men,"Embu, 7.7%"
Embu,Secretarial & Clerical Services,0,Men,"Embu, 0%"
Embu,Service Workers,15.2,Men,"Embu, 15.2%"
Embu,Skilled Farm & Wildlife Related Workers,23.6,Men,"Embu, 23.6%"
Embu,Craft & Related Trades Workers,9.7,Men,"Embu, 9.7%"
Embu,Plant & Machine Operators,10.7,Men,"Embu, 10.7%"
Embu,Elementary Occupations,23.2,Men,"Embu, 23.2%"
Kitui,"Legislators, Administrators & Managers",10.6,Men,"Kitui, 10.6%"
Kitui,Professionals,1.3,Men,"Kitui, 1.3%"
Kitui,Technicians & Associate Professionals,4.2,Men,"Kitui, 4.2%"
Kitui,Secretarial & Clerical Services,0,Men,"Kitui, 0%"
Kitui,Service Workers,9.2,Men,"Kitui, 9.2%"
Kitui,Skilled Farm & Wildlife Related Workers,3.1,Men,"Kitui, 3.1%"
Kitui,Craft & Related Trades Workers,9.3,Men,"Kitui, 9.3%"
Kitui,Plant & Machine Operators,8.1,Men,"Kitui, 8.1%"
Kitui,Elementary Occupations,51.3,Men,"Kitui, 51.3%"
Machakos,"Legislators, Administrators & Managers",3.8,Men,"Machakos, 3.8%"
Machakos,Professionals,8.3,Men,"Machakos, 8.3%"
Machakos,Technicians & Associate Professionals,4.4,Men,"Machakos, 4.4%"
Machakos,Secretarial & Clerical Services,1.3,Men,"Machakos, 1.3%"
Machakos,Service Workers,9.1,Men,"Machakos, 9.1%"
Machakos,Skilled Farm & Wildlife Related Workers,9.9,Men,"Machakos, 9.9%"
Machakos,Craft & Related Trades Workers,22.4,Men,"Machakos, 22.4%"
Machakos,Plant & Machine Operators,9.4,Men,"Machakos, 9.4%"
Machakos,Elementary Occupations,27.5,Men,"Machakos, 27.5%"
Makueni,"Legislators, Administrators & Managers",3.2,Men,"Makueni, 3.2%"
Makueni,Professionals,3.3,Men,"Makueni, 3.3%"
Makueni,Technicians & Associate Professionals,3.8,Men,"Makueni, 3.8%"
Makueni,Secretarial & Clerical Services,0.3,Men,"Makueni, 0.3%"
Makueni,Service Workers,7.9,Men,"Makueni, 7.9%"
Makueni,Skilled Farm & Wildlife Related Workers,6.9,Men,"Makueni, 6.9%"
Makueni,Craft & Related Trades Workers,5.4,Men,"Makueni, 5.4%"
Makueni,Plant & Machine Operators,13.7,Men,"Makueni, 13.7%"
Makueni,Elementary Occupations,54.1,Men,"Makueni, 54.1%"
Nyandarua,"Legislators, Administrators & Managers",6.7,Men,"Nyandarua, 6.7%"
Nyandarua,Professionals,1.6,Men,"Nyandarua, 1.6%"
Nyandarua,Technicians & Associate Professionals,6.2,Men,"Nyandarua, 6.2%"
Nyandarua,Secretarial & Clerical Services,0.1,Men,"Nyandarua, 0.1%"
Nyandarua,Service Workers,4.5,Men,"Nyandarua, 4.5%"
Nyandarua,Skilled Farm & Wildlife Related Workers,37.4,Men,"Nyandarua, 37.4%"
Nyandarua,Craft & Related Trades Workers,12.9,Men,"Nyandarua, 12.9%"
Nyandarua,Plant & Machine Operators,5.9,Men,"Nyandarua, 5.9%"
Nyandarua,Elementary Occupations,23.6,Men,"Nyandarua, 23.6%"
Nyeri,"Legislators, Administrators & Managers",1.2,Men,"Nyeri, 1.2%"
Nyeri,Professionals,3.7,Men,"Nyeri, 3.7%"
Nyeri,Technicians & Associate Professionals,8.5,Men,"Nyeri, 8.5%"
Nyeri,Secretarial & Clerical Services,0.8,Men,"Nyeri, 0.8%"
Nyeri,Service Workers,14.4,Men,"Nyeri, 14.4%"
Nyeri,Skilled Farm & Wildlife Related Workers,28.7,Men,"Nyeri, 28.7%"
Nyeri,Craft & Related Trades Workers,21.9,Men,"Nyeri, 21.9%"
Nyeri,Plant & Machine Operators,10.6,Men,"Nyeri, 10.6%"
Nyeri,Elementary Occupations,8.2,Men,"Nyeri, 8.2%"
Kirinyaga,"Legislators, Administrators & Managers",0.5,Men,"Kirinyaga, 0.5%"
Kirinyaga,Professionals,3.2,Men,"Kirinyaga, 3.2%"
Kirinyaga,Technicians & Associate Professionals,6.4,Men,"Kirinyaga, 6.4%"
Kirinyaga,Secretarial & Clerical Services,0.8,Men,"Kirinyaga, 0.8%"
Kirinyaga,Service Workers,17.6,Men,"Kirinyaga, 17.6%"
Kirinyaga,Skilled Farm & Wildlife Related Workers,15.9,Men,"Kirinyaga, 15.9%"
Kirinyaga,Craft & Related Trades Workers,8.2,Men,"Kirinyaga, 8.2%"
Kirinyaga,Plant & Machine Operators,4.5,Men,"Kirinyaga, 4.5%"
Kirinyaga,Elementary Occupations,43.1,Men,"Kirinyaga, 43.1%"
Muranga,"Legislators, Administrators & Managers",4.3,Men,"Muranga, 4.3%"
Muranga,Professionals,1.4,Men,"Muranga, 1.4%"
Muranga,Technicians & Associate Professionals,3.4,Men,"Muranga, 3.4%"
Muranga,Secretarial & Clerical Services,0,Men,"Muranga, 0%"
Muranga,Service Workers,4.3,Men,"Muranga, 4.3%"
Muranga,Skilled Farm & Wildlife Related Workers,28.8,Men,"Muranga, 28.8%"
Muranga,Craft & Related Trades Workers,15.5,Men,"Muranga, 15.5%"
Muranga,Plant & Machine Operators,6.5,Men,"Muranga, 6.5%"
Muranga,Elementary Occupations,32.9,Men,"Muranga, 32.9%"
Kiambu,"Legislators, Administrators & Managers",6.5,Men,"Kiambu, 6.5%"
Kiambu,Professionals,4.8,Men,"Kiambu, 4.8%"
Kiambu,Technicians & Associate Professionals,6.3,Men,"Kiambu, 6.3%"
Kiambu,Secretarial & Clerical Services,0.7,Men,"Kiambu, 0.7%"
Kiambu,Service Workers,12.9,Men,"Kiambu, 12.9%"
Kiambu,Skilled Farm & Wildlife Related Workers,16.5,Men,"Kiambu, 16.5%"
Kiambu,Craft & Related Trades Workers,14.8,Men,"Kiambu, 14.8%"
Kiambu,Plant & Machine Operators,13.3,Men,"Kiambu, 13.3%"
Kiambu,Elementary Occupations,18.7,Men,"Kiambu, 18.7%"
Turkana,"Legislators, Administrators & Managers",2.4,Men,"Turkana, 2.4%"
Turkana,Professionals,4.3,Men,"Turkana, 4.3%"
Turkana,Technicians & Associate Professionals,3,Men,"Turkana, 3%"
Turkana,Secretarial & Clerical Services,2.4,Men,"Turkana, 2.4%"
Turkana,Service Workers,20.7,Men,"Turkana, 20.7%"
Turkana,Skilled Farm & Wildlife Related Workers,24.7,Men,"Turkana, 24.7%"
Turkana,Craft & Related Trades Workers,12.8,Men,"Turkana, 12.8%"
Turkana,Plant & Machine Operators,11.5,Men,"Turkana, 11.5%"
Turkana,Elementary Occupations,15.8,Men,"Turkana, 15.8%"
West Pokot,"Legislators, Administrators & Managers",9.1,Men,"West Pokot, 9.1%"
West Pokot,Professionals,1.2,Men,"West Pokot, 1.2%"
West Pokot,Technicians & Associate Professionals,3.1,Men,"West Pokot, 3.1%"
West Pokot,Secretarial & Clerical Services,0.2,Men,"West Pokot, 0.2%"
West Pokot,Service Workers,6.4,Men,"West Pokot, 6.4%"
West Pokot,Skilled Farm & Wildlife Related Workers,42.3,Men,"West Pokot, 42.3%"
West Pokot,Craft & Related Trades Workers,5.6,Men,"West Pokot, 5.6%"
West Pokot,Plant & Machine Operators,7,Men,"West Pokot, 7%"
West Pokot,Elementary Occupations,24.5,Men,"West Pokot, 24.5%"
Samburu,"Legislators, Administrators & Managers",5.4,Men,"Samburu, 5.4%"
Samburu,Professionals,5.4,Men,"Samburu, 5.4%"
Samburu,Technicians & Associate Professionals,10.8,Men,"Samburu, 10.8%"
Samburu,Secretarial & Clerical Services,0,Men,"Samburu, 0%"
Samburu,Service Workers,15.5,Men,"Samburu, 15.5%"
Samburu,Skilled Farm & Wildlife Related Workers,14.1,Men,"Samburu, 14.1%"
Samburu,Craft & Related Trades Workers,4.9,Men,"Samburu, 4.9%"
Samburu,Plant & Machine Operators,7.8,Men,"Samburu, 7.8%"
Samburu,Elementary Occupations,30.4,Men,"Samburu, 30.4%"
Trans Nzoia,"Legislators, Administrators & Managers",2.4,Men,"Trans Nzoia, 2.4%"
Trans Nzoia,Professionals,6.6,Men,"Trans Nzoia, 6.6%"
Trans Nzoia,Technicians & Associate Professionals,8.3,Men,"Trans Nzoia, 8.3%"
Trans Nzoia,Secretarial & Clerical Services,0.8,Men,"Trans Nzoia, 0.8%"
Trans Nzoia,Service Workers,6.7,Men,"Trans Nzoia, 6.7%"
Trans Nzoia,Skilled Farm & Wildlife Related Workers,8,Men,"Trans Nzoia, 8%"
Trans Nzoia,Craft & Related Trades Workers,9.9,Men,"Trans Nzoia, 9.9%"
Trans Nzoia,Plant & Machine Operators,16.5,Men,"Trans Nzoia, 16.5%"
Trans Nzoia,Elementary Occupations,39,Men,"Trans Nzoia, 39%"
Uasin Gishu,"Legislators, Administrators & Managers",2,Men,"Uasin Gishu, 2%"
Uasin Gishu,Professionals,2.7,Men,"Uasin Gishu, 2.7%"
Uasin Gishu,Technicians & Associate Professionals,9.5,Men,"Uasin Gishu, 9.5%"
Uasin Gishu,Secretarial & Clerical Services,2.6,Men,"Uasin Gishu, 2.6%"
Uasin Gishu,Service Workers,10,Men,"Uasin Gishu, 10%"
Uasin Gishu,Skilled Farm & Wildlife Related Workers,24.8,Men,"Uasin Gishu, 24.8%"
Uasin Gishu,Craft & Related Trades Workers,16.8,Men,"Uasin Gishu, 16.8%"
Uasin Gishu,Plant & Machine Operators,5.4,Men,"Uasin Gishu, 5.4%"
Uasin Gishu,Elementary Occupations,16.3,Men,"Uasin Gishu, 16.3%"
Elgeyo Marakwet,"Legislators, Administrators & Managers",6.1,Men,"Elgeyo Marakwet, 6.1%"
Elgeyo Marakwet,Professionals,1.7,Men,"Elgeyo Marakwet, 1.7%"
Elgeyo Marakwet,Technicians & Associate Professionals,9.8,Men,"Elgeyo Marakwet, 9.8%"
Elgeyo Marakwet,Secretarial & Clerical Services,0.1,Men,"Elgeyo Marakwet, 0.1%"
Elgeyo Marakwet,Service Workers,2.8,Men,"Elgeyo Marakwet, 2.8%"
Elgeyo Marakwet,Skilled Farm & Wildlife Related Workers,52.1,Men,"Elgeyo Marakwet, 52.1%"
Elgeyo Marakwet,Craft & Related Trades Workers,5.8,Men,"Elgeyo Marakwet, 5.8%"
Elgeyo Marakwet,Plant & Machine Operators,6.2,Men,"Elgeyo Marakwet, 6.2%"
Elgeyo Marakwet,Elementary Occupations,10.4,Men,"Elgeyo Marakwet, 10.4%"
Nandi,"Legislators, Administrators & Managers",2.5,Men,"Nandi, 2.5%"
Nandi,Professionals,2.2,Men,"Nandi, 2.2%"
Nandi,Technicians & Associate Professionals,9.5,Men,"Nandi, 9.5%"
Nandi,Secretarial & Clerical Services,0.9,Men,"Nandi, 0.9%"
Nandi,Service Workers,6,Men,"Nandi, 6%"
Nandi,Skilled Farm & Wildlife Related Workers,37.7,Men,"Nandi, 37.7%"
Nandi,Craft & Related Trades Workers,14.4,Men,"Nandi, 14.4%"
Nandi,Plant & Machine Operators,9.6,Men,"Nandi, 9.6%"
Nandi,Elementary Occupations,14.8,Men,"Nandi, 14.8%"
Baringo,"Legislators, Administrators & Managers",0.2,Men,"Baringo, 0.2%"
Baringo,Professionals,2.9,Men,"Baringo, 2.9%"
Baringo,Technicians & Associate Professionals,5.9,Men,"Baringo, 5.9%"
Baringo,Secretarial & Clerical Services,0.7,Men,"Baringo, 0.7%"
Baringo,Service Workers,10,Men,"Baringo, 10%"
Baringo,Skilled Farm & Wildlife Related Workers,33.8,Men,"Baringo, 33.8%"
Baringo,Craft & Related Trades Workers,8.2,Men,"Baringo, 8.2%"
Baringo,Plant & Machine Operators,10.3,Men,"Baringo, 10.3%"
Baringo,Elementary Occupations,28,Men,"Baringo, 28%"
Laikipia,"Legislators, Administrators & Managers",2.8,Men,"Laikipia, 2.8%"
Laikipia,Professionals,5.4,Men,"Laikipia, 5.4%"
Laikipia,Technicians & Associate Professionals,4,Men,"Laikipia, 4%"
Laikipia,Secretarial & Clerical Services,1.2,Men,"Laikipia, 1.2%"
Laikipia,Service Workers,10.3,Men,"Laikipia, 10.3%"
Laikipia,Skilled Farm & Wildlife Related Workers,22.6,Men,"Laikipia, 22.6%"
Laikipia,Craft & Related Trades Workers,3.7,Men,"Laikipia, 3.7%"
Laikipia,Plant & Machine Operators,7.5,Men,"Laikipia, 7.5%"
Laikipia,Elementary Occupations,36.6,Men,"Laikipia, 36.6%"
Nakuru,"Legislators, Administrators & Managers",5,Men,"Nakuru, 5%"
Nakuru,Professionals,2.3,Men,"Nakuru, 2.3%"
Nakuru,Technicians & Associate Professionals,8.6,Men,"Nakuru, 8.6%"
Nakuru,Secretarial & Clerical Services,1.2,Men,"Nakuru, 1.2%"
Nakuru,Service Workers,14.7,Men,"Nakuru, 14.7%"
Nakuru,Skilled Farm & Wildlife Related Workers,35.2,Men,"Nakuru, 35.2%"
Nakuru,Craft & Related Trades Workers,10.5,Men,"Nakuru, 10.5%"
Nakuru,Plant & Machine Operators,12.1,Men,"Nakuru, 12.1%"
Nakuru,Elementary Occupations,6.8,Men,"Nakuru, 6.8%"
Narok,"Legislators, Administrators & Managers",11.1,Men,"Narok, 11.1%"
Narok,Professionals,0.9,Men,"Narok, 0.9%"
Narok,Technicians & Associate Professionals,4.5,Men,"Narok, 4.5%"
Narok,Secretarial & Clerical Services,0.7,Men,"Narok, 0.7%"
Narok,Service Workers,4.6,Men,"Narok, 4.6%"
Narok,Skilled Farm & Wildlife Related Workers,42.2,Men,"Narok, 42.2%"
Narok,Craft & Related Trades Workers,4.9,Men,"Narok, 4.9%"
Narok,Plant & Machine Operators,10.2,Men,"Narok, 10.2%"
Narok,Elementary Occupations,18.2,Men,"Narok, 18.2%"
Kajiado,"Legislators, Administrators & Managers",3.7,Men,"Kajiado, 3.7%"
Kajiado,Professionals,8.4,Men,"Kajiado, 8.4%"
Kajiado,Technicians & Associate Professionals,9.9,Men,"Kajiado, 9.9%"
Kajiado,Secretarial & Clerical Services,0.6,Men,"Kajiado, 0.6%"
Kajiado,Service Workers,14.5,Men,"Kajiado, 14.5%"
Kajiado,Skilled Farm & Wildlife Related Workers,10.5,Men,"Kajiado, 10.5%"
Kajiado,Craft & Related Trades Workers,15.9,Men,"Kajiado, 15.9%"
Kajiado,Plant & Machine Operators,12.7,Men,"Kajiado, 12.7%"
Kajiado,Elementary Occupations,21.6,Men,"Kajiado, 21.6%"
Kericho,"Legislators, Administrators & Managers",2.1,Men,"Kericho, 2.1%"
Kericho,Professionals,2,Men,"Kericho, 2%"
Kericho,Technicians & Associate Professionals,5.9,Men,"Kericho, 5.9%"
Kericho,Secretarial & Clerical Services,1.4,Men,"Kericho, 1.4%"
Kericho,Service Workers,11,Men,"Kericho, 11%"
Kericho,Skilled Farm & Wildlife Related Workers,25.2,Men,"Kericho, 25.2%"
