"","County","Category","Proportion","Participants","Names"
"343","Bungoma","Legislators, Administrators & Managers",8,"Women","Bungoma, 8%"
"344","Bungoma","Professionals",5.4,"Women","Bungoma, 5.4%"
"345","Bungoma","Technicians & Associate Professionals",9.9,"Women","Bungoma, 9.9%"
"346","Bungoma","Secretarial & Clerical Services",1.1,"Women","Bungoma, 1.1%"
"347","Bungoma","Service Workers",18.1,"Women","Bungoma, 18.1%"
"348","Bungoma","Skilled Farm & Wildlife Related Workers",21,"Women","Bungoma, 21%"
"349","Bungoma","Craft & Related Trades Workers",0.9,"Women","Bungoma, 0.9%"
"350","Bungoma","Plant & Machine Operators",0.4,"Women","Bungoma, 0.4%"
"351","Bungoma","Elementary Occupations",33.6,"Women","Bungoma, 33.6%"
"352","Busia","Legislators, Administrators & Managers",9.5,"Women","Busia, 9.5%"
"353","Busia","Professionals",2.6,"Women","Busia, 2.6%"
"354","Busia","Technicians & Associate Professionals",5.2,"Women","Busia, 5.2%"
"355","Busia","Secretarial & Clerical Services",0.5,"Women","Busia, 0.5%"
"356","Busia","Service Workers",16.3,"Women","Busia, 16.3%"
"357","Busia","Skilled Farm & Wildlife Related Workers",44.6,"Women","Busia, 44.6%"
"358","Busia","Craft & Related Trades Workers",2.9,"Women","Busia, 2.9%"
"359","Busia","Plant & Machine Operators",0.3,"Women","Busia, 0.3%"
"360","Busia","Elementary Occupations",17.5,"Women","Busia, 17.5%"
"361","Siaya","Legislators, Administrators & Managers",6.2,"Women","Siaya, 6.2%"
"362","Siaya","Professionals",11.4,"Women","Siaya, 11.4%"
"363","Siaya","Technicians & Associate Professionals",10.2,"Women","Siaya, 10.2%"
"364","Siaya","Secretarial & Clerical Services",1.7,"Women","Siaya, 1.7%"
"365","Siaya","Service Workers",20.7,"Women","Siaya, 20.7%"
"366","Siaya","Skilled Farm & Wildlife Related Workers",19.4,"Women","Siaya, 19.4%"
"367","Siaya","Craft & Related Trades Workers",3.4,"Women","Siaya, 3.4%"
"368","Siaya","Plant & Machine Operators",1,"Women","Siaya, 1%"
"369","Siaya","Elementary Occupations",26,"Women","Siaya, 26%"
"370","Kisumu","Legislators, Administrators & Managers",13.3,"Women","Kisumu, 13.3%"
"371","Kisumu","Professionals",3.1,"Women","Kisumu, 3.1%"
"372","Kisumu","Technicians & Associate Professionals",7.8,"Women","Kisumu, 7.8%"
"373","Kisumu","Secretarial & Clerical Services",3.8,"Women","Kisumu, 3.8%"
"374","Kisumu","Service Workers",29.4,"Women","Kisumu, 29.4%"
"375","Kisumu","Skilled Farm & Wildlife Related Workers",3.9,"Women","Kisumu, 3.9%"
"376","Kisumu","Craft & Related Trades Workers",2.1,"Women","Kisumu, 2.1%"
"377","Kisumu","Plant & Machine Operators",0.9,"Women","Kisumu, 0.9%"
"378","Kisumu","Elementary Occupations",32.9,"Women","Kisumu, 32.9%"
"379","Homa Bay","Legislators, Administrators & Managers",13.6,"Women","Homa Bay, 13.6%"
"380","Homa Bay","Professionals",5.1,"Women","Homa Bay, 5.1%"
"381","Homa Bay","Technicians & Associate Professionals",8.4,"Women","Homa Bay, 8.4%"
"382","Homa Bay","Secretarial & Clerical Services",0.8,"Women","Homa Bay, 0.8%"
"383","Homa Bay","Service Workers",23.5,"Women","Homa Bay, 23.5%"
"384","Homa Bay","Skilled Farm & Wildlife Related Workers",28.6,"Women","Homa Bay, 28.6%"
"385","Homa Bay","Craft & Related Trades Workers",2.1,"Women","Homa Bay, 2.1%"
"386","Homa Bay","Plant & Machine Operators",0.8,"Women","Homa Bay, 0.8%"
"387","Homa Bay","Elementary Occupations",15.3,"Women","Homa Bay, 15.3%"
"388","Migori","Legislators, Administrators & Managers",4.9,"Women","Migori, 4.9%"
"389","Migori","Professionals",5,"Women","Migori, 5%"
"390","Migori","Technicians & Associate Professionals",5,"Women","Migori, 5%"
"391","Migori","Secretarial & Clerical Services",1.1,"Women","Migori, 1.1%"
"392","Migori","Service Workers",10.8,"Women","Migori, 10.8%"
"393","Migori","Skilled Farm & Wildlife Related Workers",36.5,"Women","Migori, 36.5%"
"394","Migori","Craft & Related Trades Workers",1.9,"Women","Migori, 1.9%"
"395","Migori","Plant & Machine Operators",0.4,"Women","Migori, 0.4%"
"396","Migori","Elementary Occupations",33.9,"Women","Migori, 33.9%"
"397","Kisii","Legislators, Administrators & Managers",4.7,"Women","Kisii, 4.7%"
"398","Kisii","Professionals",4.5,"Women","Kisii, 4.5%"
"399","Kisii","Technicians & Associate Professionals",6.5,"Women","Kisii, 6.5%"
"400","Kisii","Secretarial & Clerical Services",0.6,"Women","Kisii, 0.6%"
"401","Kisii","Service Workers",16.8,"Women","Kisii, 16.8%"
"402","Kisii","Skilled Farm & Wildlife Related Workers",53.2,"Women","Kisii, 53.2%"
"403","Kisii","Craft & Related Trades Workers",0,"Women","Kisii, 0%"
"404","Kisii","Plant & Machine Operators",0.5,"Women","Kisii, 0.5%"
"405","Kisii","Elementary Occupations",12.3,"Women","Kisii, 12.3%"
"406","Nyamira","Legislators, Administrators & Managers",6.1,"Women","Nyamira, 6.1%"
"407","Nyamira","Professionals",0.3,"Women","Nyamira, 0.3%"
"408","Nyamira","Technicians & Associate Professionals",5.6,"Women","Nyamira, 5.6%"
"409","Nyamira","Secretarial & Clerical Services",0.9,"Women","Nyamira, 0.9%"
"410","Nyamira","Service Workers",11,"Women","Nyamira, 11%"
"411","Nyamira","Skilled Farm & Wildlife Related Workers",59.4,"Women","Nyamira, 59.4%"
"412","Nyamira","Craft & Related Trades Workers",0.3,"Women","Nyamira, 0.3%"
"413","Nyamira","Plant & Machine Operators",0.1,"Women","Nyamira, 0.1%"
"414","Nyamira","Elementary Occupations",15.9,"Women","Nyamira, 15.9%"
"415","Nairobi","Legislators, Administrators & Managers",9.3,"Women","Nairobi, 9.3%"
"416","Nairobi","Professionals",5.4,"Women","Nairobi, 5.4%"
"417","Nairobi","Technicians & Associate Professionals",10.2,"Women","Nairobi, 10.2%"
"418","Nairobi","Secretarial & Clerical Services",3.4,"Women","Nairobi, 3.4%"
"419","Nairobi","Service Workers",32.7,"Women","Nairobi, 32.7%"
"420","Nairobi","Skilled Farm & Wildlife Related Workers",1.8,"Women","Nairobi, 1.8%"
"421","Nairobi","Craft & Related Trades Workers",1.9,"Women","Nairobi, 1.9%"
"422","Nairobi","Plant & Machine Operators",1.9,"Women","Nairobi, 1.9%"
"423","Nairobi","Elementary Occupations",28.5,"Women","Nairobi, 28.5%"
"424","Mombasa","Legislators, Administrators & Managers",7.3,"Men","Mombasa, 7.3%"
"425","Mombasa","Professionals",8.4,"Men","Mombasa, 8.4%"
"426","Mombasa","Technicians & Associate Professionals",8.8,"Men","Mombasa, 8.8%"
"427","Mombasa","Secretarial & Clerical Services",2.3,"Men","Mombasa, 2.3%"
"428","Mombasa","Service Workers",12.1,"Men","Mombasa, 12.1%"
"429","Mombasa","Skilled Farm & Wildlife Related Workers",2.7,"Men","Mombasa, 2.7%"
"430","Mombasa","Craft & Related Trades Workers",16,"Men","Mombasa, 16%"
"431","Mombasa","Plant & Machine Operators",14.3,"Men","Mombasa, 14.3%"
"432","Mombasa","Elementary Occupations",25.1,"Men","Mombasa, 25.1%"
"433","Kwale","Legislators, Administrators & Managers",5.8,"Men","Kwale, 5.8%"
"434","Kwale","Professionals",2.7,"Men","Kwale, 2.7%"
"435","Kwale","Technicians & Associate Professionals",4.3,"Men","Kwale, 4.3%"
"436","Kwale","Secretarial & Clerical Services",1.9,"Men","Kwale, 1.9%"
"437","Kwale","Service Workers",18.5,"Men","Kwale, 18.5%"
"438","Kwale","Skilled Farm & Wildlife Related Workers",14.1,"Men","Kwale, 14.1%"
"439","Kwale","Craft & Related Trades Workers",9.1,"Men","Kwale, 9.1%"
"440","Kwale","Plant & Machine Operators",12.6,"Men","Kwale, 12.6%"
"441","Kwale","Elementary Occupations",26.6,"Men","Kwale, 26.6%"
"442","Kilifi","Legislators, Administrators & Managers",2.5,"Men","Kilifi, 2.5%"
"443","Kilifi","Professionals",2.5,"Men","Kilifi, 2.5%"
"444","Kilifi","Technicians & Associate Professionals",11.4,"Men","Kilifi, 11.4%"
"445","Kilifi","Secretarial & Clerical Services",0.8,"Men","Kilifi, 0.8%"
"446","Kilifi","Service Workers",10.4,"Men","Kilifi, 10.4%"
"447","Kilifi","Skilled Farm & Wildlife Related Workers",14,"Men","Kilifi, 14%"
"448","Kilifi","Craft & Related Trades Workers",12.8,"Men","Kilifi, 12.8%"
"449","Kilifi","Plant & Machine Operators",15.2,"Men","Kilifi, 15.2%"
"450","Kilifi","Elementary Occupations",24.8,"Men","Kilifi, 24.8%"
"451","Tana River","Legislators, Administrators & Managers",3.5,"Men","Tana River, 3.5%"
"452","Tana River","Professionals",2.4,"Men","Tana River, 2.4%"
"453","Tana River","Technicians & Associate Professionals",1.9,"Men","Tana River, 1.9%"
"454","Tana River","Secretarial & Clerical Services",0,"Men","Tana River, 0%"
"455","Tana River","Service Workers",9.8,"Men","Tana River, 9.8%"
"456","Tana River","Skilled Farm & Wildlife Related Workers",25.9,"Men","Tana River, 25.9%"
"457","Tana River","Craft & Related Trades Workers",6.4,"Men","Tana River, 6.4%"
"458","Tana River","Plant & Machine Operators",8.7,"Men","Tana River, 8.7%"
"459","Tana River","Elementary Occupations",40,"Men","Tana River, 40%"
"460","Lamu","Legislators, Administrators & Managers",6.5,"Men","Lamu, 6.5%"
"461","Lamu","Professionals",1,"Men","Lamu, 1%"
"462","Lamu","Technicians & Associate Professionals",5.2,"Men","Lamu, 5.2%"
"463","Lamu","Secretarial & Clerical Services",3.3,"Men","Lamu, 3.3%"
"464","Lamu","Service Workers",7.5,"Men","Lamu, 7.5%"
"465","Lamu","Skilled Farm & Wildlife Related Workers",34.7,"Men","Lamu, 34.7%"
"466","Lamu","Craft & Related Trades Workers",12.6,"Men","Lamu, 12.6%"
"467","Lamu","Plant & Machine Operators",8.5,"Men","Lamu, 8.5%"
"468","Lamu","Elementary Occupations",18.5,"Men","Lamu, 18.5%"
"469","Taita Taveta","Legislators, Administrators & Managers",5.9,"Men","Taita Taveta, 5.9%"
"470","Taita Taveta","Professionals",5.7,"Men","Taita Taveta, 5.7%"
"471","Taita Taveta","Technicians & Associate Professionals",5.6,"Men","Taita Taveta, 5.6%"
"472","Taita Taveta","Secretarial & Clerical Services",0,"Men","Taita Taveta, 0%"
"473","Taita Taveta","Service Workers",4.8,"Men","Taita Taveta, 4.8%"
"474","Taita Taveta","Skilled Farm & Wildlife Related Workers",17.1,"Men","Taita Taveta, 17.1%"
"475","Taita Taveta","Craft & Related Trades Workers",14.9,"Men","Taita Taveta, 14.9%"
"476","Taita Taveta","Plant & Machine Operators",7.7,"Men","Taita Taveta, 7.7%"
"477","Taita Taveta","Elementary Occupations",38.2,"Men","Taita Taveta, 38.2%"
"478","Garissa","Legislators, Administrators & Managers",7.6,"Men","Garissa, 7.6%"
"479","Garissa","Professionals",5,"Men","Garissa, 5%"
"480","Garissa","Technicians & Associate Professionals",8.1,"Men","Garissa, 8.1%"
"481","Garissa","Secretarial & Clerical Services",0.3,"Men","Garissa, 0.3%"
"482","Garissa","Service Workers",17.9,"Men","Garissa, 17.9%"
"483","Garissa","Skilled Farm & Wildlife Related Workers",1.4,"Men","Garissa, 1.4%"
"484","Garissa","Craft & Related Trades Workers",3.9,"Men","Garissa, 3.9%"
"485","Garissa","Plant & Machine Operators",22.2,"Men","Garissa, 22.2%"
"486","Garissa","Elementary Occupations",33.4,"Men","Garissa, 33.4%"
"487","Wajir","Legislators, Administrators & Managers",10.9,"Men","Wajir, 10.9%"
"488","Wajir","Professionals",8.5,"Men","Wajir, 8.5%"
"489","Wajir","Technicians & Associate Professionals",19.7,"Men","Wajir, 19.7%"
"490","Wajir","Secretarial & Clerical Services",0.7,"Men","Wajir, 0.7%"
"491","Wajir","Service Workers",7.4,"Men","Wajir, 7.4%"
"492","Wajir","Skilled Farm & Wildlife Related Workers",0.6,"Men","Wajir, 0.6%"
"493","Wajir","Craft & Related Trades Workers",2.9,"Men","Wajir, 2.9%"
"494","Wajir","Plant & Machine Operators",16.9,"Men","Wajir, 16.9%"
"495","Wajir","Elementary Occupations",32.4,"Men","Wajir, 32.4%"
"496","Mandera","Legislators, Administrators & Managers",11.2,"Men","Mandera, 11.2%"
"497","Mandera","Professionals",4.1,"Men","Mandera, 4.1%"
"498","Mandera","Technicians & Associate Professionals",8.2,"Men","Mandera, 8.2%"
"499","Mandera","Secretarial & Clerical Services",0,"Men","Mandera, 0%"
"500","Mandera","Service Workers",7.8,"Men","Mandera, 7.8%"
"501","Mandera","Skilled Farm & Wildlife Related Workers",6.1,"Men","Mandera, 6.1%"
"502","Mandera","Craft & Related Trades Workers",9.3,"Men","Mandera, 9.3%"
"503","Mandera","Plant & Machine Operators",14.9,"Men","Mandera, 14.9%"
"504","Mandera","Elementary Occupations",32.7,"Men","Mandera, 32.7%"
"505","Marsabit","Legislators, Administrators & Managers",2.9,"Men","Marsabit, 2.9%"
"506","Marsabit","Professionals",3.2,"Men","Marsabit, 3.2%"
"507","Marsabit","Technicians & Associate Professionals",10.1,"Men","Marsabit, 10.1%"
"508","Marsabit","Secretarial & Clerical Services",0,"Men","Marsabit, 0%"
"509","Marsabit","Service Workers",15.3,"Men","Marsabit, 15.3%"
"510","Marsabit","Skilled Farm & Wildlife Related Workers",2.7,"Men","Marsabit, 2.7%"
"511","Marsabit","Craft & Related Trades Workers",0.6,"Men","Marsabit, 0.6%"
"512","Marsabit","Plant & Machine Operators",21.3,"Men","Marsabit, 21.3%"
"513","Marsabit","Elementary Occupations",41,"Men","Marsabit, 41%"
"514","Isiolo","Legislators, Administrators & Managers",4.3,"Men","Isiolo, 4.3%"
"515","Isiolo","Professionals",7.1,"Men","Isiolo, 7.1%"
"516","Isiolo","Technicians & Associate Professionals",9.7,"Men","Isiolo, 9.7%"
"517","Isiolo","Secretarial & Clerical Services",0.5,"Men","Isiolo, 0.5%"
"518","Isiolo","Service Workers",17.4,"Men","Isiolo, 17.4%"
"519","Isiolo","Skilled Farm & Wildlife Related Workers",4,"Men","Isiolo, 4%"
"520","Isiolo","Craft & Related Trades Workers",5.8,"Men","Isiolo, 5.8%"
"521","Isiolo","Plant & Machine Operators",13.9,"Men","Isiolo, 13.9%"
"522","Isiolo","Elementary Occupations",36.6,"Men","Isiolo, 36.6%"
"523","Meru","Legislators, Administrators & Managers",8,"Men","Meru, 8%"
"524","Meru","Professionals",2.6,"Men","Meru, 2.6%"
"525","Meru","Technicians & Associate Professionals",3.8,"Men","Meru, 3.8%"
"526","Meru","Secretarial & Clerical Services",0.6,"Men","Meru, 0.6%"
"527","Meru","Service Workers",6.7,"Men","Meru, 6.7%"
"528","Meru","Skilled Farm & Wildlife Related Workers",14.6,"Men","Meru, 14.6%"
"529","Meru","Craft & Related Trades Workers",11.1,"Men","Meru, 11.1%"
"530","Meru","Plant & Machine Operators",5.8,"Men","Meru, 5.8%"
"531","Meru","Elementary Occupations",46.5,"Men","Meru, 46.5%"
"532","Tharaka Nithi","Legislators, Administrators & Managers",0.7,"Men","Tharaka Nithi, 0.7%"
"533","Tharaka Nithi","Professionals",2.3,"Men","Tharaka Nithi, 2.3%"
"534","Tharaka Nithi","Technicians & Associate Professionals",5.3,"Men","Tharaka Nithi, 5.3%"
"535","Tharaka Nithi","Secretarial & Clerical Services",0.3,"Men","Tharaka Nithi, 0.3%"
"536","Tharaka Nithi","Service Workers",15.5,"Men","Tharaka Nithi, 15.5%"
"537","Tharaka Nithi","Skilled Farm & Wildlife Related Workers",22.3,"Men","Tharaka Nithi, 22.3%"
"538","Tharaka Nithi","Craft & Related Trades Workers",12.2,"Men","Tharaka Nithi, 12.2%"
"539","Tharaka Nithi","Plant & Machine Operators",6.8,"Men","Tharaka Nithi, 6.8%"
"540","Tharaka Nithi","Elementary Occupations",30.6,"Men","Tharaka Nithi, 30.6%"
"541","Embu","Legislators, Administrators & Managers",3.1,"Men","Embu, 3.1%"
"542","Embu","Professionals",4.3,"Men","Embu, 4.3%"
"543","Embu","Technicians & Associate Professionals",7.7,"Men","Embu, 7.7%"
"544","Embu","Secretarial & Clerical Services",0,"Men","Embu, 0%"
"545","Embu","Service Workers",15.2,"Men","Embu, 15.2%"
"546","Embu","Skilled Farm & Wildlife Related Workers",23.6,"Men","Embu, 23.6%"
"547","Embu","Craft & Related Trades Workers",9.7,"Men","Embu, 9.7%"
"548","Embu","Plant & Machine Operators",10.7,"Men","Embu, 10.7%"
"549","Embu","Elementary Occupations",23.2,"Men","Embu, 23.2%"
"550","Kitui","Legislators, Administrators & Managers",10.6,"Men","Kitui, 10.6%"
"551","Kitui","Professionals",1.3,"Men","Kitui, 1.3%"
"552","Kitui","Technicians & Associate Professionals",4.2,"Men","Kitui, 4.2%"
"553","Kitui","Secretarial & Clerical Services",0,"Men","Kitui, 0%"
"554","Kitui","Service Workers",9.2,"Men","Kitui, 9.2%"
"555","Kitui","Skilled Farm & Wildlife Related Workers",3.1,"Men","Kitui, 3.1%"
"556","Kitui","Craft & Related Trades Workers",9.3,"Men","Kitui, 9.3%"
"557","Kitui","Plant & Machine Operators",8.1,"Men","Kitui, 8.1%"
"558","Kitui","Elementary Occupations",51.3,"Men","Kitui, 51.3%"
"559","Machakos","Legislators, Administrators & Managers",3.8,"Men","Machakos, 3.8%"
"560","Machakos","Professionals",8.3,"Men","Machakos, 8.3%"
"561","Machakos","Technicians & Associate Professionals",4.4,"Men","Machakos, 4.4%"
"562","Machakos","Secretarial & Clerical Services",1.3,"Men","Machakos, 1.3%"
"563","Machakos","Service Workers",9.1,"Men","Machakos, 9.1%"
"564","Machakos","Skilled Farm & Wildlife Related Workers",9.9,"Men","Machakos, 9.9%"
"565","Machakos","Craft & Related Trades Workers",22.4,"Men","Machakos, 22.4%"
"566","Machakos","Plant & Machine Operators",9.4,"Men","Machakos, 9.4%"
"567","Machakos","Elementary Occupations",27.5,"Men","Machakos, 27.5%"
"568","Makueni","Legislators, Administrators & Managers",3.2,"Men","Makueni, 3.2%"
"569","Makueni","Professionals",3.3,"Men","Makueni, 3.3%"
"570","Makueni","Technicians & Associate Professionals",3.8,"Men","Makueni, 3.8%"
"571","Makueni","Secretarial & Clerical Services",0.3,"Men","Makueni, 0.3%"
"572","Makueni","Service Workers",7.9,"Men","Makueni, 7.9%"
"573","Makueni","Skilled Farm & Wildlife Related Workers",6.9,"Men","Makueni, 6.9%"
"574","Makueni","Craft & Related Trades Workers",5.4,"Men","Makueni, 5.4%"
"575","Makueni","Plant & Machine Operators",13.7,"Men","Makueni, 13.7%"
"576","Makueni","Elementary Occupations",54.1,"Men","Makueni, 54.1%"
"577","Nyandarua","Legislators, Administrators & Managers",6.7,"Men","Nyandarua, 6.7%"
"578","Nyandarua","Professionals",1.6,"Men","Nyandarua, 1.6%"
"579","Nyandarua","Technicians & Associate Professionals",6.2,"Men","Nyandarua, 6.2%"
"580","Nyandarua","Secretarial & Clerical Services",0.1,"Men","Nyandarua, 0.1%"
"581","Nyandarua","Service Workers",4.5,"Men","Nyandarua, 4.5%"
"582","Nyandarua","Skilled Farm & Wildlife Related Workers",37.4,"Men","Nyandarua, 37.4%"
"583","Nyandarua","Craft & Related Trades Workers",12.9,"Men","Nyandarua, 12.9%"
"584","Nyandarua","Plant & Machine Operators",5.9,"Men","Nyandarua, 5.9%"
"585","Nyandarua","Elementary Occupations",23.6,"Men","Nyandarua, 23.6%"
"586","Nyeri","Legislators, Administrators & Managers",1.2,"Men","Nyeri, 1.2%"
"587","Nyeri","Professionals",3.7,"Men","Nyeri, 3.7%"
"588","Nyeri","Technicians & Associate Professionals",8.5,"Men","Nyeri, 8.5%"
"589","Nyeri","Secretarial & Clerical Services",0.8,"Men","Nyeri, 0.8%"
"590","Nyeri","Service Workers",14.4,"Men","Nyeri, 14.4%"
"591","Nyeri","Skilled Farm & Wildlife Related Workers",28.7,"Men","Nyeri, 28.7%"
"592","Nyeri","Craft & Related Trades Workers",21.9,"Men","Nyeri, 21.9%"
"593","Nyeri","Plant & Machine Operators",10.6,"Men","Nyeri, 10.6%"
"594","Nyeri","Elementary Occupations",8.2,"Men","Nyeri, 8.2%"
"595","Kirinyaga","Legislators, Administrators & Managers",0.5,"Men","Kirinyaga, 0.5%"
"596","Kirinyaga","Professionals",3.2,"Men","Kirinyaga, 3.2%"
"597","Kirinyaga","Technicians & Associate Professionals",6.4,"Men","Kirinyaga, 6.4%"
"598","Kirinyaga","Secretarial & Clerical Services",0.8,"Men","Kirinyaga, 0.8%"
"599","Kirinyaga","Service Workers",17.6,"Men","Kirinyaga, 17.6%"
"600","Kirinyaga","Skilled Farm & Wildlife Related Workers",15.9,"Men","Kirinyaga, 15.9%"
"601","Kirinyaga","Craft & Related Trades Workers",8.2,"Men","Kirinyaga, 8.2%"
"602","Kirinyaga","Plant & Machine Operators",4.5,"Men","Kirinyaga, 4.5%"
"603","Kirinyaga","Elementary Occupations",43.1,"Men","Kirinyaga, 43.1%"
"604","Muranga","Legislators, Administrators & Managers",4.3,"Men","Muranga, 4.3%"
"605","Muranga","Professionals",1.4,"Men","Muranga, 1.4%"
"606","Muranga","Technicians & Associate Professionals",3.4,"Men","Muranga, 3.4%"
"607","Muranga","Secretarial & Clerical Services",0,"Men","Muranga, 0%"
"608","Muranga","Service Workers",4.3,"Men","Muranga, 4.3%"
"609","Muranga","Skilled Farm & Wildlife Related Workers",28.8,"Men","Muranga, 28.8%"
"610","Muranga","Craft & Related Trades Workers",15.5,"Men","Muranga, 15.5%"
"611","Muranga","Plant & Machine Operators",6.5,"Men","Muranga, 6.5%"
"612","Muranga","Elementary Occupations",32.9,"Men","Muranga, 32.9%"
"613","Kiambu","Legislators, Administrators & Managers",6.5,"Men","Kiambu, 6.5%"
"614","Kiambu","Professionals",4.8,"Men","Kiambu, 4.8%"
"615","Kiambu","Technicians & Associate Professionals",6.3,"Men","Kiambu, 6.3%"
"616","Kiambu","Secretarial & Clerical Services",0.7,"Men","Kiambu, 0.7%"
"617","Kiambu","Service Workers",12.9,"Men","Kiambu, 12.9%"
"618","Kiambu","Skilled Farm & Wildlife Related Workers",16.5,"Men","Kiambu, 16.5%"
"619","Kiambu","Craft & Related Trades Workers",14.8,"Men","Kiambu, 14.8%"
"620","Kiambu","Plant & Machine Operators",13.3,"Men","Kiambu, 13.3%"
"621","Kiambu","Elementary Occupations",18.7,"Men","Kiambu, 18.7%"
"622","Turkana","Legislators, Administrators & Managers",2.4,"Men","Turkana, 2.4%"
"623","Turkana","Professionals",4.3,"Men","Turkana, 4.3%"
"624","Turkana","Technicians & Associate Professionals",3,"Men","Turkana, 3%"
"625","Turkana","Secretarial & Clerical Services",2.4,"Men","Turkana, 2.4%"
"626","Turkana","Service Workers",20.7,"Men","Turkana, 20.7%"
"627","Turkana","Skilled Farm & Wildlife Related Workers",24.7,"Men","Turkana, 24.7%"
"628","Turkana","Craft & Related Trades Workers",12.8,"Men","Turkana, 12.8%"
"629","Turkana","Plant & Machine Operators",11.5,"Men","Turkana, 11.5%"
"630","Turkana","Elementary Occupations",15.8,"Men","Turkana, 15.8%"
"631","West Pokot","Legislators, Administrators & Managers",9.1,"Men","West Pokot, 9.1%"
"632","West Pokot","Professionals",1.2,"Men","West Pokot, 1.2%"
"633","West Pokot","Technicians & Associate Professionals",3.1,"Men","West Pokot, 3.1%"
"634","West Pokot","Secretarial & Clerical Services",0.2,"Men","West Pokot, 0.2%"
"635","West Pokot","Service Workers",6.4,"Men","West Pokot, 6.4%"
"636","West Pokot","Skilled Farm & Wildlife Related Workers",42.3,"Men","West Pokot, 42.3%"
"637","West Pokot","Craft & Related Trades Workers",5.6,"Men","West Pokot, 5.6%"
"638","West Pokot","Plant & Machine Operators",7,"Men","West Pokot, 7%"
"639","West Pokot","Elementary Occupations",24.5,"Men","West Pokot, 24.5%"
"640","Samburu","Legislators, Administrators & Managers",5.4,"Men","Samburu, 5.4%"
"641","Samburu","Professionals",5.4,"Men","Samburu, 5.4%"
"642","Samburu","Technicians & Associate Professionals",10.8,"Men","Samburu, 10.8%"
"643","Samburu","Secretarial & Clerical Services",0,"Men","Samburu, 0%"
"644","Samburu","Service Workers",15.5,"Men","Samburu, 15.5%"
"645","Samburu","Skilled Farm & Wildlife Related Workers",14.1,"Men","Samburu, 14.1%"
"646","Samburu","Craft & Related Trades Workers",4.9,"Men","Samburu, 4.9%"
"647","Samburu","Plant & Machine Operators",7.8,"Men","Samburu, 7.8%"
"648","Samburu","Elementary Occupations",30.4,"Men","Samburu, 30.4%"
"649","Trans Nzoia","Legislators, Administrators & Managers",2.4,"Men","Trans Nzoia, 2.4%"
"650","Trans Nzoia","Professionals",6.6,"Men","Trans Nzoia, 6.6%"
"651","Trans Nzoia","Technicians & Associate Professionals",8.3,"Men","Trans Nzoia, 8.3%"
"652","Trans Nzoia","Secretarial & Clerical Services",0.8,"Men","Trans Nzoia, 0.8%"
"653","Trans Nzoia","Service Workers",6.7,"Men","Trans Nzoia, 6.7%"
"654","Trans Nzoia","Skilled Farm & Wildlife Related Workers",8,"Men","Trans Nzoia, 8%"
"655","Trans Nzoia","Craft & Related Trades Workers",9.9,"Men","Trans Nzoia, 9.9%"
"656","Trans Nzoia","Plant & Machine Operators",16.5,"Men","Trans Nzoia, 16.5%"
"657","Trans Nzoia","Elementary Occupations",39,"Men","Trans Nzoia, 39%"
"658","Uasin Gishu","Legislators, Administrators & Managers",2,"Men","Uasin Gishu, 2%"
"659","Uasin Gishu","Professionals",2.7,"Men","Uasin Gishu, 2.7%"
"660","Uasin Gishu","Technicians & Associate Professionals",9.5,"Men","Uasin Gishu, 9.5%"
"661","Uasin Gishu","Secretarial & Clerical Services",2.6,"Men","Uasin Gishu, 2.6%"
"662","Uasin Gishu","Service Workers",10,"Men","Uasin Gishu, 10%"
"663","Uasin Gishu","Skilled Farm & Wildlife Related Workers",24.8,"Men","Uasin Gishu, 24.8%"
"664","Uasin Gishu","Craft & Related Trades Workers",16.8,"Men","Uasin Gishu, 16.8%"
"665","Uasin Gishu","Plant & Machine Operators",5.4,"Men","Uasin Gishu, 5.4%"
"666","Uasin Gishu","Elementary Occupations",16.3,"Men","Uasin Gishu, 16.3%"
"667","Elgeyo Marakwet","Legislators, Administrators & Managers",6.1,"Men","Elgeyo Marakwet, 6.1%"
"668","Elgeyo Marakwet","Professionals",1.7,"Men","Elgeyo Marakwet, 1.7%"
"669","Elgeyo Marakwet","Technicians & Associate Professionals",9.8,"Men","Elgeyo Marakwet, 9.8%"
"670","Elgeyo Marakwet","Secretarial & Clerical Services",0.1,"Men","Elgeyo Marakwet, 0.1%"
"671","Elgeyo Marakwet","Service Workers",2.8,"Men","Elgeyo Marakwet, 2.8%"
"672","Elgeyo Marakwet","Skilled Farm & Wildlife Related Workers",52.1,"Men","Elgeyo Marakwet, 52.1%"
"673","Elgeyo Marakwet","Craft & Related Trades Workers",5.8,"Men","Elgeyo Marakwet, 5.8%"
"674","Elgeyo Marakwet","Plant & Machine Operators",6.2,"Men","Elgeyo Marakwet, 6.2%"
"675","Elgeyo Marakwet","Elementary Occupations",10.4,"Men","Elgeyo Marakwet, 10.4%"
"676","Nandi","Legislators, Administrators & Managers",2.5,"Men","Nandi, 2.5%"
"677","Nandi","Professionals",2.2,"Men","Nandi, 2.2%"
"678","Nandi","Technicians & Associate Professionals",9.5,"Men","Nandi, 9.5%"
"679","Nandi","Secretarial & Clerical Services",0.9,"Men","Nandi, 0.9%"
"680","Nandi","Service Workers",6,"Men","Nandi, 6%"
"681","Nandi","Skilled Farm & Wildlife Related Workers",37.7,"Men","Nandi, 37.7%"
"682","Nandi","Craft & Related Trades Workers",14.4,"Men","Nandi, 14.4%"
