"","County","Category","Proportion","Names","cat"
"360","Kisii","Other",0,"Kisii, 0%","<2"
"361","Nyamira","Stool disposed of appropriately",100,"Nyamira, 100%",">57.1"
"362","Nyamira","Child used toilet",0,"Nyamira, 0%","<2"
"363","Nyamira","Put/rinsed into toilet",98,"Nyamira, 98%",">57.1"
"364","Nyamira","Buried",0,"Nyamira, 0%","<2"
"365","Nyamira","Put/rinsed into drain/ditch",2,"Nyamira, 2%","2.0-10.3"
"366","Nyamira","Thrown into garbage",0,"Nyamira, 0%","<2"
"367","Nyamira","Left in the open",0,"Nyamira, 0%","<2"
"368","Nyamira","Other",0,"Nyamira, 0%","<2"
"369","Nairobi","Stool disposed of appropriately",100,"Nairobi, 100%",">57.1"
"370","Nairobi","Child used toilet",0,"Nairobi, 0%","<2"
"371","Nairobi","Put/rinsed into toilet",15.2,"Nairobi, 15.2%","10.4-57.1"
"372","Nairobi","Buried",0,"Nairobi, 0%","<2"
"373","Nairobi","Put/rinsed into drain/ditch",1.8,"Nairobi, 1.8%","<2"
"374","Nairobi","Thrown into garbage",83,"Nairobi, 83%",">57.1"
"375","Nairobi","Left in the open",0,"Nairobi, 0%","<2"
"376","Nairobi","Other",0,"Nairobi, 0%","<2"
