County,Gender,variable,value
Tharaka Nithi,Male,Physical and sexual and psychological/emotional and economic,0
Embu,Male,Physical and sexual and psychological/emotional and economic,0
Kitui,Male,Physical and sexual and psychological/emotional and economic,0
Machakos,Male,Physical and sexual and psychological/emotional and economic,0
Makueni,Male,Physical and sexual and psychological/emotional and economic,0
Nyandarua,Male,Physical and sexual and psychological/emotional and economic,1.1
Nyeri,Male,Physical and sexual and psychological/emotional and economic,0
Kirinyaga,Male,Physical and sexual and psychological/emotional and economic,0
Muranga,Male,Physical and sexual and psychological/emotional and economic,0
Kiambu,Male,Physical and sexual and psychological/emotional and economic,0
Turkana,Male,Physical and sexual and psychological/emotional and economic,0
West Pokot,Male,Physical and sexual and psychological/emotional and economic,0
Samburu,Male,Physical and sexual and psychological/emotional and economic,0
Trans Nzoia,Male,Physical and sexual and psychological/emotional and economic,0
Uasin Gishu,Male,Physical and sexual and psychological/emotional and economic,0
Elgeyo Marakwet,Male,Physical and sexual and psychological/emotional and economic,0.8
Nandi,Male,Physical and sexual and psychological/emotional and economic,1
Baringo,Male,Physical and sexual and psychological/emotional and economic,0
Laikipia,Male,Physical and sexual and psychological/emotional and economic,0
Nakuru,Male,Physical and sexual and psychological/emotional and economic,0
Narok,Male,Physical and sexual and psychological/emotional and economic,0
Kajiado,Male,Physical and sexual and psychological/emotional and economic,0
Kericho,Male,Physical and sexual and psychological/emotional and economic,0
Bomet,Male,Physical and sexual and psychological/emotional and economic,0
Kakamega,Male,Physical and sexual and psychological/emotional and economic,0
Vihiga,Male,Physical and sexual and psychological/emotional and economic,0
Bungoma,Male,Physical and sexual and psychological/emotional and economic,0.8
Busia,Male,Physical and sexual and psychological/emotional and economic,0
Siaya,Male,Physical and sexual and psychological/emotional and economic,0
Kisumu,Male,Physical and sexual and psychological/emotional and economic,0
Homa Bay,Male,Physical and sexual and psychological/emotional and economic,0
Migori,Male,Physical and sexual and psychological/emotional and economic,0
Kisii,Male,Physical and sexual and psychological/emotional and economic,0
Nyamira,Male,Physical and sexual and psychological/emotional and economic,0
Nairobi,Male,Physical and sexual and psychological/emotional and economic,0
Mombasa,Female,Physical or sexual,13.8
Kwale,Female,Physical or sexual,14.8
Kilifi,Female,Physical or sexual,14.4
Tana River,Female,Physical or sexual,22.4
Lamu,Female,Physical or sexual,16.3
Taita Taveta,Female,Physical or sexual,8.1
Garissa,Female,Physical or sexual,14.8
Wajir,Female,Physical or sexual,6.5
Mandera,Female,Physical or sexual,3.4
Marsabit,Female,Physical or sexual,16.5
Isiolo,Female,Physical or sexual,28.8
Meru,Female,Physical or sexual,19
Tharaka Nithi,Female,Physical or sexual,19.1
Embu,Female,Physical or sexual,35.4
Kitui,Female,Physical or sexual,5.7
Machakos,Female,Physical or sexual,11.5
Makueni,Female,Physical or sexual,15.2
Nyandarua,Female,Physical or sexual,11.2
Nyeri,Female,Physical or sexual,17
Kirinyaga,Female,Physical or sexual,15.1
Muranga,Female,Physical or sexual,25.5
Kiambu,Female,Physical or sexual,21.5
Turkana,Female,Physical or sexual,20.8
West Pokot,Female,Physical or sexual,21.1
Samburu,Female,Physical or sexual,28.6
Trans Nzoia,Female,Physical or sexual,19
Uasin Gishu,Female,Physical or sexual,13.6
Elgeyo Marakwet,Female,Physical or sexual,17.8
Nandi,Female,Physical or sexual,14.2
Baringo,Female,Physical or sexual,22.5
Laikipia,Female,Physical or sexual,12.2
Nakuru,Female,Physical or sexual,11.1
Narok,Female,Physical or sexual,21
Kajiado,Female,Physical or sexual,19.9
Kericho,Female,Physical or sexual,11.3
Bomet,Female,Physical or sexual,15
Kakamega,Female,Physical or sexual,23.7
Vihiga,Female,Physical or sexual,19
Bungoma,Female,Physical or sexual,31.6
Busia,Female,Physical or sexual,26.2
Siaya,Female,Physical or sexual,19.8
Kisumu,Female,Physical or sexual,30.4
Homa Bay,Female,Physical or sexual,28.6
Migori,Female,Physical or sexual,31.4
Kisii,Female,Physical or sexual,25
Nyamira,Female,Physical or sexual,16.5
Nairobi,Female,Physical or sexual,17.1
Mombasa,Male,Physical or sexual,10.3
Kwale,Male,Physical or sexual,9.5
Kilifi,Male,Physical or sexual,9.7
Tana River,Male,Physical or sexual,0
Lamu,Male,Physical or sexual,0.6
Taita Taveta,Male,Physical or sexual,0.9
Garissa,Male,Physical or sexual,0.8
Wajir,Male,Physical or sexual,13.9
Mandera,Male,Physical or sexual,0
Marsabit,Male,Physical or sexual,1.9
Isiolo,Male,Physical or sexual,15
Meru,Male,Physical or sexual,5.7
Tharaka Nithi,Male,Physical or sexual,23.9
Embu,Male,Physical or sexual,2.5
Kitui,Male,Physical or sexual,3.4
Machakos,Male,Physical or sexual,1
Makueni,Male,Physical or sexual,3.5
Nyandarua,Male,Physical or sexual,8
Nyeri,Male,Physical or sexual,6.7
Kirinyaga,Male,Physical or sexual,0
Muranga,Male,Physical or sexual,12.2
Kiambu,Male,Physical or sexual,20.5
Turkana,Male,Physical or sexual,12
West Pokot,Male,Physical or sexual,11
Samburu,Male,Physical or sexual,14
Trans Nzoia,Male,Physical or sexual,2
Uasin Gishu,Male,Physical or sexual,8.1
Elgeyo Marakwet,Male,Physical or sexual,7.9
Nandi,Male,Physical or sexual,8.1
Baringo,Male,Physical or sexual,5.6
Laikipia,Male,Physical or sexual,14.1
Nakuru,Male,Physical or sexual,6.2
Narok,Male,Physical or sexual,2.1
Kajiado,Male,Physical or sexual,8.9
Kericho,Male,Physical or sexual,0.3
Bomet,Male,Physical or sexual,3.9
Kakamega,Male,Physical or sexual,4
Vihiga,Male,Physical or sexual,10.1
Bungoma,Male,Physical or sexual,30.5
Busia,Male,Physical or sexual,18.3
Siaya,Male,Physical or sexual,2.8
Kisumu,Male,Physical or sexual,6.6
Homa Bay,Male,Physical or sexual,15.5
Migori,Male,Physical or sexual,17.9
Kisii,Male,Physical or sexual,0.4
Nyamira,Male,Physical or sexual,5.7
Nairobi,Male,Physical or sexual,5.8
Mombasa,Female,Physical or sexual or psychological/emotional,21.2
Kwale,Female,Physical or sexual or psychological/emotional,20
Kilifi,Female,Physical or sexual or psychological/emotional,19
Tana River,Female,Physical or sexual or psychological/emotional,41.9
Lamu,Female,Physical or sexual or psychological/emotional,33.3
Taita Taveta,Female,Physical or sexual or psychological/emotional,16.5
Garissa,Female,Physical or sexual or psychological/emotional,16.6
Wajir,Female,Physical or sexual or psychological/emotional,8.5
Mandera,Female,Physical or sexual or psychological/emotional,10.2
Marsabit,Female,Physical or sexual or psychological/emotional,19.4
Isiolo,Female,Physical or sexual or psychological/emotional,35
Meru,Female,Physical or sexual or psychological/emotional,33.5
Tharaka Nithi,Female,Physical or sexual or psychological/emotional,32.6
Embu,Female,Physical or sexual or psychological/emotional,47.6
Kitui,Female,Physical or sexual or psychological/emotional,13.2
Machakos,Female,Physical or sexual or psychological/emotional,21.3
Makueni,Female,Physical or sexual or psychological/emotional,22.3
Nyandarua,Female,Physical or sexual or psychological/emotional,17
Nyeri,Female,Physical or sexual or psychological/emotional,27.6
Kirinyaga,Female,Physical or sexual or psychological/emotional,34.7
Muranga,Female,Physical or sexual or psychological/emotional,43.2
Kiambu,Female,Physical or sexual or psychological/emotional,34.3
Turkana,Female,Physical or sexual or psychological/emotional,23.4
West Pokot,Female,Physical or sexual or psychological/emotional,25.4
Samburu,Female,Physical or sexual or psychological/emotional,40.1
Trans Nzoia,Female,Physical or sexual or psychological/emotional,27.1
Uasin Gishu,Female,Physical or sexual or psychological/emotional,28.6
Elgeyo Marakwet,Female,Physical or sexual or psychological/emotional,25.9
Nandi,Female,Physical or sexual or psychological/emotional,19.6
Baringo,Female,Physical or sexual or psychological/emotional,26.9
Laikipia,Female,Physical or sexual or psychological/emotional,26.9
Nakuru,Female,Physical or sexual or psychological/emotional,17.6
Narok,Female,Physical or sexual or psychological/emotional,29.3
Kajiado,Female,Physical or sexual or psychological/emotional,24.7
Kericho,Female,Physical or sexual or psychological/emotional,19.7
Bomet,Female,Physical or sexual or psychological/emotional,20.6
Kakamega,Female,Physical or sexual or psychological/emotional,32
Vihiga,Female,Physical or sexual or psychological/emotional,30.2
Bungoma,Female,Physical or sexual or psychological/emotional,47.6
Busia,Female,Physical or sexual or psychological/emotional,41.1
Siaya,Female,Physical or sexual or psychological/emotional,21
Kisumu,Female,Physical or sexual or psychological/emotional,34.8
Homa Bay,Female,Physical or sexual or psychological/emotional,39.7
Migori,Female,Physical or sexual or psychological/emotional,46.6
Kisii,Female,Physical or sexual or psychological/emotional,41
Nyamira,Female,Physical or sexual or psychological/emotional,27
Nairobi,Female,Physical or sexual or psychological/emotional,23.3
Mombasa,Male,Physical or sexual or psychological/emotional,33.3
Kwale,Male,Physical or sexual or psychological/emotional,25.3
Kilifi,Male,Physical or sexual or psychological/emotional,24.4
Tana River,Male,Physical or sexual or psychological/emotional,2.4
Lamu,Male,Physical or sexual or psychological/emotional,1.9
Taita Taveta,Male,Physical or sexual or psychological/emotional,17.4
Garissa,Male,Physical or sexual or psychological/emotional,0.8
Wajir,Male,Physical or sexual or psychological/emotional,18.6
Mandera,Male,Physical or sexual or psychological/emotional,0
Marsabit,Male,Physical or sexual or psychological/emotional,23.4
Isiolo,Male,Physical or sexual or psychological/emotional,22.7
Meru,Male,Physical or sexual or psychological/emotional,17.2
Tharaka Nithi,Male,Physical or sexual or psychological/emotional,42.9
Embu,Male,Physical or sexual or psychological/emotional,8.3
Kitui,Male,Physical or sexual or psychological/emotional,5.1
Machakos,Male,Physical or sexual or psychological/emotional,7.4
Makueni,Male,Physical or sexual or psychological/emotional,10.1
Nyandarua,Male,Physical or sexual or psychological/emotional,15
Nyeri,Male,Physical or sexual or psychological/emotional,13
Kirinyaga,Male,Physical or sexual or psychological/emotional,0
Muranga,Male,Physical or sexual or psychological/emotional,45.3
Kiambu,Male,Physical or sexual or psychological/emotional,36.3
Turkana,Male,Physical or sexual or psychological/emotional,22
West Pokot,Male,Physical or sexual or psychological/emotional,26.8
Samburu,Male,Physical or sexual or psychological/emotional,25.4
Trans Nzoia,Male,Physical or sexual or psychological/emotional,7.6
Uasin Gishu,Male,Physical or sexual or psychological/emotional,18.9
Elgeyo Marakwet,Male,Physical or sexual or psychological/emotional,23.6
Nandi,Male,Physical or sexual or psychological/emotional,30.6
Baringo,Male,Physical or sexual or psychological/emotional,10.7
Laikipia,Male,Physical or sexual or psychological/emotional,38
Nakuru,Male,Physical or sexual or psychological/emotional,15.9
Narok,Male,Physical or sexual or psychological/emotional,14.2
Kajiado,Male,Physical or sexual or psychological/emotional,13.9
Kericho,Male,Physical or sexual or psychological/emotional,13.5
Bomet,Male,Physical or sexual or psychological/emotional,15.5
Kakamega,Male,Physical or sexual or psychological/emotional,7.5
Vihiga,Male,Physical or sexual or psychological/emotional,27.8
Bungoma,Male,Physical or sexual or psychological/emotional,46.2
Busia,Male,Physical or sexual or psychological/emotional,37.9
Siaya,Male,Physical or sexual or psychological/emotional,54.7
Kisumu,Male,Physical or sexual or psychological/emotional,11.8
Homa Bay,Male,Physical or sexual or psychological/emotional,28.4
Migori,Male,Physical or sexual or psychological/emotional,23.8
Kisii,Male,Physical or sexual or psychological/emotional,10.9
Nyamira,Male,Physical or sexual or psychological/emotional,19.6
Nairobi,Male,Physical or sexual or psychological/emotional,33.4
Mombasa,Female,Physical or sexual or psychological/emotional or economic,26.6
Kwale,Female,Physical or sexual or psychological/emotional or economic,20.8
Kilifi,Female,Physical or sexual or psychological/emotional or economic,25.7
Tana River,Female,Physical or sexual or psychological/emotional or economic,43.7
Lamu,Female,Physical or sexual or psychological/emotional or economic,35.6
Taita Taveta,Female,Physical or sexual or psychological/emotional or economic,31.4
Garissa,Female,Physical or sexual or psychological/emotional or economic,17.8
Wajir,Female,Physical or sexual or psychological/emotional or economic,12.3
Mandera,Female,Physical or sexual or psychological/emotional or economic,10.4
Marsabit,Female,Physical or sexual or psychological/emotional or economic,20.1
Isiolo,Female,Physical or sexual or psychological/emotional or economic,39.6
Meru,Female,Physical or sexual or psychological/emotional or economic,39.7
Tharaka Nithi,Female,Physical or sexual or psychological/emotional or economic,38.9
Embu,Female,Physical or sexual or psychological/emotional or economic,50.8
Kitui,Female,Physical or sexual or psychological/emotional or economic,13.8
Machakos,Female,Physical or sexual or psychological/emotional or economic,24.5
Makueni,Female,Physical or sexual or psychological/emotional or economic,27
Nyandarua,Female,Physical or sexual or psychological/emotional or economic,22
Nyeri,Female,Physical or sexual or psychological/emotional or economic,34.3
Kirinyaga,Female,Physical or sexual or psychological/emotional or economic,38.4
Muranga,Female,Physical or sexual or psychological/emotional or economic,46.4
Kiambu,Female,Physical or sexual or psychological/emotional or economic,37
Turkana,Female,Physical or sexual or psychological/emotional or economic,28.9
West Pokot,Female,Physical or sexual or psychological/emotional or economic,25.4
Samburu,Female,Physical or sexual or psychological/emotional or economic,42.1
Trans Nzoia,Female,Physical or sexual or psychological/emotional or economic,34.1
Uasin Gishu,Female,Physical or sexual or psychological/emotional or economic,34.8
Elgeyo Marakwet,Female,Physical or sexual or psychological/emotional or economic,27.5
Nandi,Female,Physical or sexual or psychological/emotional or economic,24.3
Baringo,Female,Physical or sexual or psychological/emotional or economic,30.3
Laikipia,Female,Physical or sexual or psychological/emotional or economic,35.4
Nakuru,Female,Physical or sexual or psychological/emotional or economic,25.7
Narok,Female,Physical or sexual or psychological/emotional or economic,34.8
Kajiado,Female,Physical or sexual or psychological/emotional or economic,33.1
Kericho,Female,Physical or sexual or psychological/emotional or economic,20.6
Bomet,Female,Physical or sexual or psychological/emotional or economic,27.3
Kakamega,Female,Physical or sexual or psychological/emotional or economic,36.3
Vihiga,Female,Physical or sexual or psychological/emotional or economic,31.4
Bungoma,Female,Physical or sexual or psychological/emotional or economic,52.6
Busia,Female,Physical or sexual or psychological/emotional or economic,43.4
Siaya,Female,Physical or sexual or psychological/emotional or economic,21.9
Kisumu,Female,Physical or sexual or psychological/emotional or economic,35.7
Homa Bay,Female,Physical or sexual or psychological/emotional or economic,43.6
Migori,Female,Physical or sexual or psychological/emotional or economic,49.6
Kisii,Female,Physical or sexual or psychological/emotional or economic,44.7
Nyamira,Female,Physical or sexual or psychological/emotional or economic,30.6
Nairobi,Female,Physical or sexual or psychological/emotional or economic,27.3
Mombasa,Male,Physical or sexual or psychological/emotional or economic,42.4
Kwale,Male,Physical or sexual or psychological/emotional or economic,27.1
Kilifi,Male,Physical or sexual or psychological/emotional or economic,30.9
Tana River,Male,Physical or sexual or psychological/emotional or economic,9.4
Lamu,Male,Physical or sexual or psychological/emotional or economic,4.8
Taita Taveta,Male,Physical or sexual or psychological/emotional or economic,28.7
Garissa,Male,Physical or sexual or psychological/emotional or economic,3.7
Wajir,Male,Physical or sexual or psychological/emotional or economic,21.3
Mandera,Male,Physical or sexual or psychological/emotional or economic,2.5
Marsabit,Male,Physical or sexual or psychological/emotional or economic,23.4
Isiolo,Male,Physical or sexual or psychological/emotional or economic,26.1
Meru,Male,Physical or sexual or psychological/emotional or economic,29.5
Tharaka Nithi,Male,Physical or sexual or psychological/emotional or economic,51.2
Embu,Male,Physical or sexual or psychological/emotional or economic,17.4
Kitui,Male,Physical or sexual or psychological/emotional or economic,7.7
Machakos,Male,Physical or sexual or psychological/emotional or economic,18.6
Makueni,Male,Physical or sexual or psychological/emotional or economic,19.1
Nyandarua,Male,Physical or sexual or psychological/emotional or economic,18.6
Nyeri,Male,Physical or sexual or psychological/emotional or economic,24
Kirinyaga,Male,Physical or sexual or psychological/emotional or economic,4.4
Muranga,Male,Physical or sexual or psychological/emotional or economic,64.8
Kiambu,Male,Physical or sexual or psychological/emotional or economic,44.6
Turkana,Male,Physical or sexual or psychological/emotional or economic,38.8
West Pokot,Male,Physical or sexual or psychological/emotional or economic,29.7
Samburu,Male,Physical or sexual or psychological/emotional or economic,27
Trans Nzoia,Male,Physical or sexual or psychological/emotional or economic,22.7
Uasin Gishu,Male,Physical or sexual or psychological/emotional or economic,33.9
Elgeyo Marakwet,Male,Physical or sexual or psychological/emotional or economic,28.2
Nandi,Male,Physical or sexual or psychological/emotional or economic,40.1
Baringo,Male,Physical or sexual or psychological/emotional or economic,17.8
Laikipia,Male,Physical or sexual or psychological/emotional or economic,40.7
Nakuru,Male,Physical or sexual or psychological/emotional or economic,26.2
Narok,Male,Physical or sexual or psychological/emotional or economic,22.3
Kajiado,Male,Physical or sexual or psychological/emotional or economic,31.3
Kericho,Male,Physical or sexual or psychological/emotional or economic,14.6
Bomet,Male,Physical or sexual or psychological/emotional or economic,32.7
Kakamega,Male,Physical or sexual or psychological/emotional or economic,15
Vihiga,Male,Physical or sexual or psychological/emotional or economic,35.1
Bungoma,Male,Physical or sexual or psychological/emotional or economic,53.7
Busia,Male,Physical or sexual or psychological/emotional or economic,39.4
Siaya,Male,Physical or sexual or psychological/emotional or economic,55.6
Kisumu,Male,Physical or sexual or psychological/emotional or economic,15.4
Homa Bay,Male,Physical or sexual or psychological/emotional or economic,37.1
Migori,Male,Physical or sexual or psychological/emotional or economic,31.1
Kisii,Male,Physical or sexual or psychological/emotional or economic,19.2
Nyamira,Male,Physical or sexual or psychological/emotional or economic,28
Nairobi,Male,Physical or sexual or psychological/emotional or economic,40.5
