County,Gender,variable,value
Isiolo,Female,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",75.9
Meru,Female,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",77.5
Tharaka Nithi,Female,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",80
Embu,Female,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",86.5
Kitui,Female,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",73.7
Machakos,Female,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",87.1
Makueni,Female,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",74.9
Nyandarua,Female,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",77.9
Nyeri,Female,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",87.3
Kirinyaga,Female,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",86.5
Muranga,Female,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",82.1
Kiambu,Female,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",89.9
Turkana,Female,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",56.9
West Pokot,Female,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",42.9
Samburu,Female,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",64.1
Trans Nzoia,Female,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",79.1
Uasin Gishu,Female,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",84.4
Elgeyo Marakwet,Female,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",78
Nandi,Female,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",76.7
Baringo,Female,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",66.7
Laikipia,Female,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",78.5
Nakuru,Female,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",82.5
Narok,Female,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",70.9
Kajiado,Female,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",85.2
Kericho,Female,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",76.4
Bomet,Female,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",70.6
Kakamega,Female,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",74.2
Vihiga,Female,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",68.4
Bungoma,Female,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",78.5
Busia,Female,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",74.5
Siaya,Female,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",78.6
Kisumu,Female,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",88.7
Homa Bay,Female,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",81.2
Migori,Female,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",63.5
Kisii,Female,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",76.2
Nyamira,Female,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",79.8
Nairobi,Female,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",90.9
Mombasa,Male,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",96.3
Kwale,Male,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",73.4
Kilifi,Male,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",86.7
Tana River,Male,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",49.6
Lamu,Male,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",82.6
Taita Taveta,Male,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",87.5
Garissa,Male,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",83.8
Wajir,Male,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",71.1
Mandera,Male,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",57.7
Marsabit,Male,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",73.5
Isiolo,Male,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",93.4
Meru,Male,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",76
Tharaka Nithi,Male,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",81
Embu,Male,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",85.8
Kitui,Male,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",78.3
Machakos,Male,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",80.5
Makueni,Male,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",81.7
Nyandarua,Male,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",77.9
Nyeri,Male,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",87.9
Kirinyaga,Male,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",91.5
Muranga,Male,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",84.1
Kiambu,Male,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",87.7
Turkana,Male,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",65.5
West Pokot,Male,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",82.4
Samburu,Male,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",88.8
Trans Nzoia,Male,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",76.6
Uasin Gishu,Male,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",93.2
Elgeyo Marakwet,Male,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",77.2
Nandi,Male,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",77.3
Baringo,Male,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",70.8
Laikipia,Male,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",82.8
Nakuru,Male,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",78.9
Narok,Male,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",85.2
Kajiado,Male,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",87.1
Kericho,Male,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",82.5
Bomet,Male,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",59.6
Kakamega,Male,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",59.8
Vihiga,Male,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",87
Bungoma,Male,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",69.8
Busia,Male,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",78.1
Siaya,Male,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",66.8
Kisumu,Male,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",77.8
Homa Bay,Male,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",84.9
Migori,Male,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",78.1
Kisii,Male,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",79
Nyamira,Male,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",67.8
Nairobi,Male,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",96.1
